,Close,High,Low,Open,Volume,Year,Month,Day,Weekday,Return,Log Return,Log Return Lag-1,Log Return Lag-2,Log Return Lag-5,Rolling Mean 5,Rolling Std 20,Rolling Skew 30,Rolling Kurt 30
30,1402.050048828125,1407.719970703125,1376.25,1389.93994140625,1092100000,2000,2,15,1,0.008712683952101452,0.008674947553079746,0.0020308868535491302,-0.021192298989189638,0.01219849367259354,-0.0055802677579070885,0.013785856611539441,-0.6259128856534707,0.5822606555834532
31,1387.6700439453125,1404.550048828125,1385.5799560546875,1402.050048828125,1018800000,2000,2,16,2,-0.01025641338184169,-0.010309372816680578,0.008674947553079746,0.0020308868535491302,-0.02103511705975112,-0.0034351189092929795,0.01389970516491799,-0.28563730209006105,0.24995075484642176
32,1388.260009765625,1399.8800048828125,1380.0699462890625,1387.6700439453125,1034800000,2000,2,17,3,0.0004251484874857603,0.0004250581374747612,-0.010309372816680578,0.008674947553079746,0.00362024285277645,-0.004074155852353317,0.013867194915532876,-0.27411321854969933,0.2512917317274715
33,1346.0899658203125,1388.5899658203125,1345.3199462890625,1388.260009765625,1042300000,2000,2,18,4,-0.030376185763956398,-0.03084710308169203,0.0004250581374747612,-0.010309372816680578,-0.021192298989189638,-0.006005116670853795,0.01529487094656371,-0.3295966804357213,-0.03460793203657104
34,1352.1700439453125,1358.1099853515625,1331.8800048828125,1346.0899658203125,980000000,2000,2,22,1,0.0045168438064202565,0.004506673481115292,-0.03084710308169203,0.0004250581374747612,0.0020308868535491302,-0.005509959345340563,0.01423359748460905,-0.562546410160178,0.035657323477023786
35,1360.68994140625,1370.1099853515625,1342.43994140625,1352.1700439453125,993700000,2000,2,23,2,0.006300906826835595,0.006281139106337607,0.004506673481115292,-0.03084710308169203,0.008674947553079746,-0.005988721034688989,0.014240494465213084,-0.5681924478138003,0.10826277670435648
36,1353.4300537109375,1364.800048828125,1329.8800048828125,1360.68994140625,1215000000,2000,2,24,3,-0.005335445992795007,-0.005349730316245383,0.006281139106337607,0.004506673481115292,-0.010309372816680578,-0.004996792534601951,0.014252899332795107,-0.6302596850605899,0.2962110888833665
37,1333.3599853515625,1362.1400146484375,1329.1500244140625,1353.4300537109375,1065200000,2000,2,25,4,-0.01482903996726348,-0.014940089385435541,-0.005349730316245383,0.006281139106337607,0.0004250581374747612,-0.008069822039184011,0.014547469725142531,-0.5503128879293452,0.04434671464640232
38,1348.050048828125,1360.8199462890625,1325.0699462890625,1333.3599853515625,1026500000,2000,2,28,0,0.0110173273819143,0.010957078745980514,-0.014940089385435541,-0.005349730316245383,-0.03084710308169203,0.00029101432635049684,0.013525525576582365,-0.5565699968421887,0.06228035639417122
39,1366.4200439453125,1369.6300048828125,1348.050048828125,1348.050048828125,1204300000,2000,2,29,1,0.013627086867551208,0.013535073096645703,0.010957078745980514,-0.014940089385435541,0.004506673481115292,0.002096694249456579,0.01261196546404769,-0.5383315027707065,0.017890545586286232
40,1379.18994140625,1383.4599609375,1366.4200439453125,1366.4200439453125,1274100000,2000,3,1,2,0.009345513861218402,0.009302114728482016,0.013535073096645703,0.010957078745980514,0.006281139106337607,0.0027008893738854614,0.012553631949578401,-0.625404903564895,0.010777203781641272
41,1381.760009765625,1386.56005859375,1370.3499755859375,1379.18994140625,1198600000,2000,3,2,3,0.001863462226787016,0.0018617281349938522,0.009302114728482016,0.013535073096645703,-0.005349730316245383,0.004143181064133308,0.012569388614487618,-0.6340480265260571,0.010550725753723879
42,1409.1700439453125,1410.8800048828125,1381.760009765625,1381.760009765625,1150300000,2000,3,3,4,0.019837044049593633,0.019642853797381482,0.0018617281349938522,0.009302114728482016,-0.014940089385435541,0.011059769700696713,0.01312999222617743,-0.6409471351536608,-0.06239728188702141
43,1391.280029296875,1409.739990234375,1384.75,1409.1700439453125,1029000000,2000,3,6,0,-0.012695426449990443,-0.012776701994211102,0.019642853797381482,0.0018617281349938522,0.010957078745980514,0.006313013552658389,0.013410904298410296,-0.5664835415807585,-0.2536292460785606
44,1355.6199951171875,1399.2099609375,1349.989990234375,1391.280029296875,1314100000,2000,3,7,1,-0.02563109757114057,-0.025965297120289534,-0.012776701994211102,0.019642853797381482,0.013535073096645703,-0.0015870604907286575,0.014504249617696486,-0.5438146584100031,-0.27841823428790186
45,1366.699951171875,1373.7900390625,1346.6199951171875,1355.6199951171875,1203000000,2000,3,8,2,0.008173349533495022,0.008140128606934442,-0.025965297120289534,-0.012776701994211102,0.009302114728482016,-0.0018194577150381728,0.014315407306060028,-0.5493383967746279,-0.29707354277399256
46,1401.68994140625,1401.8199462890625,1357.8800048828125,1366.699951171875,1123000000,2000,3,9,3,0.025601808359159595,0.025279570403423504,0.008140128606934442,-0.025965297120289534,0.0018617281349938522,0.0028641107386477575,0.014921743744140938,-0.4777618310094292,-0.3590870988651604
47,1395.0699462890625,1413.4599609375,1392.0699462890625,1401.68994140625,1138800000,2000,3,10,4,-0.004722866963392747,-0.004734054939684533,0.025279570403423504,0.008140128606934442,0.019642853797381482,-0.0020112710087654456,0.014921504873076316,-0.4718514139463454,-0.3688874516171999
48,1383.6199951171875,1398.3900146484375,1364.8399658203125,1395.0699462890625,1016100000,2000,3,13,0,-0.008207438775620024,-0.008241305233129576,-0.004734054939684533,0.025279570403423504,-0.012776701994211102,-0.0011041916565491402,0.014254895327747192,-0.436708090630561,-0.14048271679510715
49,1359.1500244140625,1395.1500244140625,1359.1500244140625,1383.6199951171875,1094000000,2000,3,14,1,-0.017685470569578254,-0.017843727175416074,-0.008241305233129576,-0.004734054939684533,-0.025965297120289534,0.0005201223324255516,0.014779683303191626,-0.43593689019852777,-0.3326931756282677
50,1392.1400146484375,1397.989990234375,1356.989990234375,1359.1500244140625,1302800000,2000,3,15,2,0.02427251564712085,0.023982619773033384,-0.017843727175416074,-0.008241305233129576,0.008140128606934442,0.0036886205656453397,0.01568241987309801,-0.3097600011033045,-0.39361155456799196
51,1458.469970703125,1458.469970703125,1392.1500244140625,1392.1500244140625,1482300000,2000,3,16,3,0.047646038011081915,0.04654577885905088,0.023982619773033384,-0.017843727175416074,0.025279570403423504,0.007941862256770816,0.018654416482510396,0.32917567583981994,0.7185257819345415
52,1464.469970703125,1477.3299560546875,1453.3199462890625,1458.469970703125,1295100000,2000,3,17,4,0.0041139002657062385,0.004105461314759303,0.04654577885905088,0.023982619773033384,-0.004734054939684533,0.009709765507659581,0.01865114692406282,0.3727716099010761,0.8316863177313656
53,1456.6300048828125,1470.300048828125,1448.489990234375,1464.469970703125,920800000,2000,3,20,0,-0.005353449355160467,-0.005367830413634725,0.004105461314759303,0.04654577885905088,-0.008241305233129576,0.010284460471558553,0.017041873587397737,0.40012918981899315,0.8117745154611932
54,1493.8699951171875,1493.9200439453125,1446.06005859375,1456.6300048828125,1065900000,2000,3,21,1,0.025565854135601862,0.025244513080495853,-0.005367830413634725,0.004105461314759303,-0.017843727175416074,0.01890210852274094,0.017696104211077097,0.3091684271051976,0.3586184901011672
55,1500.6400146484375,1505.0799560546875,1487.3299560546875,1493.8699951171875,1075000000,2000,3,22,2,0.004531866597078826,0.004521628609461416,0.025244513080495853,-0.005367830413634725,0.023982619773033384,0.015009910290026542,0.017693684222865703,0.35445729262546544,0.4680085917018339
56,1527.3499755859375,1532.5,1492.3900146484375,1500.6400146484375,1078300000,2000,3,23,3,0.017799046191472767,0.017642498044501166,0.004521628609461416,0.025244513080495853,0.04654577885905088,0.009229254127116601,0.017739897460127527,0.24687584526970627,0.510797870247945
57,1527.4599609375,1552.8699951171875,1516.8299560546875,1527.3499755859375,1052200000,2000,3,24,4,7.20105760438905e-05,7.200798340682352e-05,0.017642498044501166,0.004521628609461416,0.004105461314759303,0.008422563460846104,0.017111740703225853,0.26912172629609493,0.5143593852549647
58,1523.8599853515625,1534.6300048828125,1518.4599609375,1527.4599609375,901000000,2000,3,27,0,-0.0023568379388013705,-0.002359619652895298,7.200798340682352e-05,0.017642498044501166,-0.005367830413634725,0.009024205612993991,0.017200129555105106,0.28818279110427786,0.8338040099696629
59,1507.72998046875,1527.3599853515625,1507.0899658203125,1523.8599853515625,959100000,2000,3,28,1,-0.01058496517912777,-0.010641384406600805,-0.002359619652895298,7.200798340682352e-05,0.025244513080495853,0.001847026115574659,0.017499223267195857,0.33902029687392093,0.6970136526874962
60,1508.52001953125,1521.449951171875,1497.449951171875,1507.72998046875,1061900000,2000,3,29,2,0.0005239924076154701,0.0005238551715322017,-0.010641384406600805,-0.002359619652895298,0.004521628609461416,0.0010474714279888162,0.01749362800173833,0.3925758642551212,0.7583467118645433
61,1487.9200439453125,1517.3800048828125,1474.6300048828125,1508.52001953125,1193400000,2000,3,30,3,-0.013655752206946925,-0.013749849620433678,0.0005238551715322017,-0.010641384406600805,0.017642498044501166,-0.005230998104998152,0.017958798576252377,0.3896900796242333,0.6923903977265524
62,1498.5799560546875,1519.81005859375,1484.3800048828125,1487.9200439453125,1227400000,2000,3,31,4,0.007164304394414511,0.007138762685515928,-0.013749849620433678,0.0005238551715322017,7.200798340682352e-05,-0.0038176471645763313,0.017588437898729627,0.34578143710802184,0.6514526489237105
63,1505.969970703125,1507.18994140625,1486.9599609375,1498.5799560546875,1021700000,2000,4,3,0,0.004931344916619063,0.004919225661762653,0.007138762685515928,-0.013749849620433678,-0.002359619652895298,-0.0023618781016447416,0.017189573105500577,0.5729778794824144,0.9057833351505854
64,1494.72998046875,1526.449951171875,1416.4100341796875,1505.97998046875,1515460000,2000,4,4,1,-0.007463621754109195,-0.0074916139480272976,0.004919225661762653,0.007138762685515928,-0.010641384406600805,-0.00173192400993004,0.01594839584634394,0.6270998852206986,0.8399418425690701
65,1487.3699951171875,1506.550048828125,1478.050048828125,1494.72998046875,1110300000,2000,4,5,2,-0.004923956465537893,-0.004936119081060472,-0.0074916139480272976,0.004919225661762653,0.0005238551715322017,-0.0028239188604485747,0.016075425735552838,0.6913671117753746,0.8490357968840478
66,1501.3399658203125,1511.760009765625,1487.3699951171875,1487.3699951171875,1008000000,2000,4,6,3,0.009392397822321596,0.009348563512982749,-0.004936119081060472,-0.0074916139480272976,-0.013749849620433678,0.0017957637662347106,0.015356138775509775,0.6030224198406678,0.7946584171100778
67,1516.3499755859375,1518.6800537109375,1501.3399658203125,1501.3399658203125,891600000,2000,4,7,4,0.009997742088630579,0.009948095294857916,0.009348563512982749,-0.004936119081060472,0.007138762685515928,0.002357630288103108,0.01529593662746054,0.5401168187176018,0.9502746302286678
68,1504.4599609375,1527.18994140625,1503.3499755859375,1516.3499755859375,853700000,2000,4,10,0,-0.007841207399263528,-0.007872111321383407,0.009948095294857916,0.009348563512982749,0.004919225661762653,-0.00020063710852610378,0.01528038718915328,0.6399328729768637,0.9583722097654187
69,1500.5899658203125,1512.800048828125,1486.780029296875,1504.4599609375,971400000,2000,4,11,1,-0.0025723483626483024,-0.002575662535388924,-0.007872111321383407,0.009948095294857916,-0.0074916139480272976,0.0007825531740015708,0.01448239132522196,0.7511733167185249,1.1531459339141512
70,1467.1700439453125,1509.0799560546875,1466.1500244140625,1500.5899658203125,1175900000,2000,4,12,2,-0.022271188423368282,-0.022522936175410978,-0.002575662535388924,-0.007872111321383407,-0.004936119081060472,-0.0027348102448685302,0.01499022714823758,0.7164977594366861,0.9369783072830054
71,1440.510009765625,1477.52001953125,1439.3399658203125,1467.1700439453125,1032000000,2000,4,13,3,-0.018171059509909937,-0.018338180821660742,-0.022522936175410978,-0.002575662535388924,0.009348563512982749,-0.008272159111797229,0.0116287106146616,0.7201610469816926,0.7279444189227762
72,1356.56005859375,1440.510009765625,1339.4000244140625,1440.510009765625,1279700000,2000,4,14,4,-0.05827793670488546,-0.060045097522022965,-0.018338180821660742,-0.022522936175410978,0.009948095294857916,-0.022270797675173405,0.017580818649376228,-0.3504153951084073,2.6041246711244193
73,1401.43994140625,1401.530029296875,1346.5,1356.56005859375,1204700000,2000,4,17,0,0.033083594440355135,0.03254811081334026,-0.060045097522022965,-0.018338180821660742,-0.007872111321383407,-0.014186753248228674,0.019360182771263307,-0.3690699584636385,2.1083676630707293
74,1441.6099853515625,1441.6099853515625,1397.81005859375,1401.43994140625,1109400000,2000,4,18,1,0.02866340737013995,0.028260296800704302,0.03254811081334026,-0.060045097522022965,-0.002575662535388924,-0.008019561381010027,0.01959332540513853,-0.47753654008973206,2.282717090866393
75,1427.469970703125,1447.68994140625,1424.260009765625,1441.6099853515625,1001400000,2000,4,19,2,-0.00980848828193237,-0.00985690838193474,0.028260296800704302,0.03254811081334026,-0.022522936175410978,-0.005486355822314779,0.019613696495728833,-0.3850618498295835,2.1399175488552458
76,1434.5400390625,1435.489990234375,1422.0799560546875,1427.469970703125,896200000,2000,4,20,3,0.00495286661329386,0.004940641519006726,-0.00985690838193474,0.028260296800704302,-0.018338180821660742,-0.0008305913541812847,0.01912677364541959,-0.3689184731320239,2.549092077558805
77,1429.8599853515625,1434.5400390625,1407.1300048828125,1434.5400390625,868700000,2000,4,24,0,-0.0032624071712881175,-0.0032677404242178448,0.004940641519006726,-0.00985690838193474,-0.060045097522022965,0.01052488006537974,0.01911187880894068,-0.3770882086004128,2.567848138734966
78,1477.43994140625,1477.6700439453125,1429.8599853515625,1429.8599853515625,1071100000,2000,4,25,1,0.03327595466837896,0.0327342935409904,-0.0032677404242178448,0.004940641519006726,0.03254811081334026,0.010562116610909767,0.020744213284870906,-0.4085682488392051,2.0846916725935367
79,1460.989990234375,1482.93994140625,1456.97998046875,1477.43994140625,999600000,2000,4,26,2,-0.011134091282396064,-0.011196539243597151,0.0327342935409904,-0.0032677404242178448,0.028260296800704302,0.002670749402049477,0.020757390461710264,-0.4302560047480745,2.2781293311683415
80,1464.9200439453125,1469.2099609375,1434.81005859375,1460.989990234375,1111000000,2000,4,27,3,0.002689993591473483,0.0026863820339736388,-0.011196539243597151,0.0327342935409904,-0.00985690838193474,0.005179407485231153,0.020774521730702485,-0.39000248668230836,2.6267495640749345
81,1452.4300537109375,1473.6199951171875,1448.1500244140625,1464.9200439453125,984600000,2000,4,28,4,-0.008526055934586774,-0.008562610676304283,0.0026863820339736388,-0.011196539243597151,0.004940641519006726,0.0024787570461689513,0.02064507359293568,-0.7657375423526316,3.3833789621015518
82,1468.25,1481.510009765625,1452.4300537109375,1452.4300537109375,966300000,2000,5,1,0,0.010892053802276314,0.010833162628904172,-0.008562610676304283,0.0026863820339736388,-0.0032677404242178448,0.005298937656793354,0.0207399867602523,-0.7856709282818747,3.29118616430175
83,1446.2900390625,1468.25,1445.219970703125,1468.25,1011500000,2000,5,2,1,-0.01495655435893073,-0.015069531532927793,0.010833162628904172,-0.008562610676304283,0.0327342935409904,-0.004261827357990284,0.02091944189595513,-0.7251903669479989,2.984647229773731
84,1415.0999755859375,1446.2900390625,1398.3599853515625,1446.2900390625,991600000,2000,5,3,2,-0.02156556612723426,-0.02180150116391077,-0.015069531532927793,0.010833162628904172,-0.011196539243597151,-0.006382819742053009,0.0213565196664725,-0.6414706930297575,2.9409100509449604
85,1409.5699462890625,1420.989990234375,1404.93994140625,1415.0999755859375,925800000,2000,5,4,3,-0.0039078718057253825,-0.0039155274882096275,-0.02180150116391077,-0.015069531532927793,0.0026863820339736388,-0.007703201646489662,0.02135220805215769,-0.5969098363562019,2.946307587403512
86,1432.6300048828125,1436.030029296875,1405.0799560546875,1409.5699462890625,805500000,2000,5,5,4,0.016359641218557153,0.016227264098328115,-0.0039155274882096275,-0.02180150116391077,-0.008562610676304283,-0.0027452266915631825,0.021610106434051743,-0.6033645105345887,2.9955322150038457
87,1424.1700439453125,1432.6300048828125,1417.050048828125,1432.6300048828125,787600000,2000,5,8,0,-0.005905195974303279,-0.005922700590194449,0.016227264098328115,-0.0039155274882096275,0.010833162628904172,-0.006096399335382906,0.021425646813204288,-0.5673127239479614,2.954630693445686
88,1412.1400146484375,1430.280029296875,1401.8499755859375,1424.1700439453125,896600000,2000,5,9,1,-0.0084470455954464,-0.008482924072715453,-0.005922700590194449,0.016227264098328115,-0.015069531532927793,-0.004779077843340439,0.021433187335075682,-0.5291222413904232,2.87813948391998
89,1383.050048828125,1412.1400146484375,1375.1400146484375,1412.1400146484375,1006400000,2000,5,10,2,-0.020599916097947757,-0.020815054047135646,-0.008482924072715453,-0.005922700590194449,-0.02180150116391077,-0.0045817884199854135,0.021791767695586557,-0.4816460193016303,2.5405693663505677
90,1407.81005859375,1410.260009765625,1383.050048828125,1383.050048828125,953600000,2000,5,11,3,0.01790246837893128,0.01774410644515053,-0.020815054047135646,-0.008482924072715453,-0.0039155274882096275,-0.00024986163331338214,0.02185801931873667,-0.5023853462061278,2.2074750185045082
91,1420.9599609375,1430.1300048828125,1407.81005859375,1407.81005859375,858200000,2000,5,12,4,0.009340679350512193,0.009297324968961716,0.01774410644515053,-0.020815054047135646,0.016227264098328115,-0.001635849459186662,0.021647641512933264,-0.6184523130204455,2.3277974533693526
92,1452.3599853515625,1452.3900146484375,1416.5400390625,1420.9599609375,854600000,2000,5,15,0,0.022097754530216118,0.021857137432581965,0.009297324968961716,0.01774410644515053,-0.005922700590194449,0.003920118145368621,0.017095128471089807,-0.5961629623757799,1.9996626793033876
93,1466.0400390625,1470.4000244140625,1450.760009765625,1452.3599853515625,955500000,2000,5,16,1,0.009419189353131463,0.009375105396318107,0.021857137432581965,0.009297324968961716,-0.008482924072715453,0.007491724039175332,0.015748710598990454,-0.6101862791459762,1.951909536453544
94,1447.800048828125,1466.0400390625,1441.6700439453125,1466.0400390625,820500000,2000,5,17,2,-0.012441672634015521,-0.012519718264096237,0.009375105396318107,0.021857137432581965,-0.020815054047135646,0.009150791195783214,0.014816665821914772,-0.5811097980709232,1.844010954017683
95,1437.2099609375,1458.0400390625,1436.5899658203125,1447.800048828125,807900000,2000,5,18,3,-0.0073146066676795796,-0.007341489575181015,-0.012519718264096237,0.009375105396318107,0.01774410644515053,0.004133671991716906,0.014737140376843556,-0.5667403904521733,1.8101258462884458
